age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
26,management,divorced,basic.4y,no,no,unknown,cellular,oct,fri,1192,10,999,3,nonexistent,-1.8,92.548,-37.7,3.905,4963,no
23,unemployed,married,university.degree,unknown,yes,no,telephone,aug,fri,704,3,999,2,nonexistent,-1.8,94.035,-29.2,1.358,4963,no
49,unemployed,single,high.school,no,no,no,cellular,mar,thu,29,6,999,0,nonexistent,-0.1,92.419,-41.6,1.71,5228,no
58,technician,married,unknown,no,no,no,telephone,mar,fri,608,16,999,2,nonexistent,1.1,94.41,-31.3,3.19,5176,no
25,admin.,divorced,university.degree,no,unknown,no,telephone,nov,tue,207,28,999,1,nonexistent,1.1,93.705,-49.2,0.767,4963,no
67,unknown,married,high.school,no,yes,no,telephone,feb,fri,527,1,999,6,nonexistent,-0.1,92.102,-44.3,3.549,5191,no
79,unknown,divorced,university.degree,no,no,no,cellular,dec,thu,728,19,1,5,nonexistent,1.1,92.273,-46.8,1.263,4963,no
79,unemployed,divorced,unknown,yes,unknown,no,cellular,jan,fri,489,8,16,1,nonexistent,1.4,94.592,-40.3,2.437,5228,no
24,student,married,basic.4y,no,yes,no,cellular,mar,fri,128,9,11,3,success,-1.8,92.099,-28.5,2.029,4963,yes
21,unemployed,single,university.degree,no,no,no,telephone,oct,wed,253,23,999,1,nonexistent,-0.1,92.896,-41.0,1.095,5228,yes
23,unemployed,divorced,basic.4y,no,unknown,no,telephone,dec,thu,156,20,999,3,nonexistent,1.4,93.701,-35.5,3.159,4963,no
75,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,114,23,999,1,nonexistent,-0.1,92.64,-28.4,2.209,5191,no
39,unemployed,married,university.degree,no,yes,no,cellular,jul,wed,72,7,999,5,nonexistent,-0.1,92.673,-41.4,0.822,5099,no
43,unknown,married,unknown,no,yes,unknown,cellular,nov,wed,145,11,999,2,nonexistent,1.1,94.328,-41.2,2.572,5099,yes
20,unknown,married,university.degree,no,yes,unknown,cellular,sep,tue,409,23,999,1,nonexistent,1.4,92.873,-47.9,3.209,4963,no
58,services,married,high.school,no,no,no,cellular,sep,fri,464,8,999,0,nonexistent,1.4,92.116,-41.6,1.2,5176,no
77,services,married,high.school,unknown,no,no,cellular,jun,mon,792,11,2,4,nonexistent,-0.1,94.163,-32.1,3.186,5099,no
31,technician,married,basic.4y,no,yes,no,cellular,jun,mon,85,14,999,0,nonexistent,-0.1,94.863,-29.7,1.95,4963,no
29,unemployed,married,basic.4y,unknown,yes,no,cellular,nov,wed,262,14,999,6,nonexistent,1.4,94.496,-32.7,1.765,5099,no
29,unknown,married,high.school,no,no,yes,telephone,may,thu,295,4,13,0,nonexistent,-0.1,93.646,-49.8,4.106,5228,no
30,admin.,single,basic.4y,no,unknown,yes,telephone,feb,thu,53,20,999,3,nonexistent,1.1,93.275,-47.2,2.674,4963,no
42,management,single,basic.4y,unknown,yes,yes,telephone,jul,tue,114,9,23,1,nonexistent,1.1,94.775,-32.5,2.282,4963,no
62,technician,married,high.school,no,no,unknown,telephone,jan,mon,104,8,2,2,nonexistent,1.1,94.299,-27.4,4.183,5099,no
36,unknown,single,high.school,unknown,no,yes,cellular,jun,thu,1065,15,999,6,nonexistent,-0.1,93.712,-33.3,4.608,5191,no
72,admin.,single,high.school,no,unknown,yes,cellular,apr,tue,794,27,999,1,failure,-1.8,94.639,-44.6,2.007,4963,no
62,unemployed,divorced,unknown,no,no,no,telephone,mar,tue,431,20,999,4,nonexistent,1.4,93.805,-47.4,0.85,4963,no
25,retired,married,unknown,no,yes,no,cellular,nov,wed,160,6,999,1,nonexistent,1.1,94.921,-29.0,2.993,5191,no
70,unemployed,married,high.school,unknown,no,unknown,cellular,jan,mon,76,25,999,4,nonexistent,-1.8,94.575,-47.6,3.755,5191,no
72,services,divorced,university.degree,unknown,yes,no,cellular,jun,tue,619,16,999,4,failure,-1.8,93.651,-46.4,3.199,5191,no
49,management,divorced,high.school,no,no,no,cellular,jul,tue,78,16,999,0,nonexistent,1.1,94.769,-35.7,3.637,5176,no
68,unknown,single,unknown,no,yes,unknown,cellular,nov,tue,184,29,999,4,nonexistent,1.1,93.027,-45.4,3.456,5176,no
61,unknown,single,basic.4y,no,yes,yes,cellular,jan,mon,70,14,999,4,nonexistent,-1.8,94.103,-44.5,4.808,5191,no
87,student,married,university.degree,unknown,no,unknown,cellular,nov,wed,887,28,999,5,nonexistent,1.1,92.514,-46.6,4.414,5176,no
35,management,married,university.degree,no,yes,yes,cellular,jan,fri,10,15,999,6,nonexistent,-1.8,94.686,-27.3,1.206,5191,yes
39,student,married,basic.4y,no,no,no,telephone,jul,thu,47,22,999,6,nonexistent,-1.8,92.744,-47.0,2.608,5228,no
54,management,married,university.degree,no,no,yes,telephone,nov,mon,362,27,999,2,nonexistent,-0.1,94.847,-27.6,2.617,5228,no
73,services,single,basic.4y,no,no,unknown,telephone,dec,mon,41,21,999,5,nonexistent,-1.8,92.051,-42.2,2.624,4963,no
76,student,married,unknown,no,yes,yes,telephone,jun,mon,970,12,999,3,nonexistent,-0.1,94.046,-30.3,4.697,4963,no
20,admin.,married,university.degree,unknown,no,yes,cellular,jul,fri,96,23,999,1,nonexistent,-0.1,92.45,-27.2,2.06,5191,no
45,student,divorced,university.degree,no,unknown,no,telephone,aug,thu,627,18,999,2,nonexistent,1.1,94.312,-37.5,3.314,5191,no
52,technician,married,basic.4y,unknown,yes,yes,cellular,aug,thu,271,24,999,3,nonexistent,1.4,93.476,-31.5,4.547,5176,no
78,admin.,divorced,basic.4y,no,unknown,no,telephone,sep,tue,251,11,999,0,nonexistent,1.1,94.729,-43.6,0.851,4963,no
71,technician,divorced,unknown,no,unknown,no,cellular,sep,tue,617,7,999,2,nonexistent,1.4,94.145,-40.8,4.469,5176,no
80,unemployed,married,basic.4y,no,unknown,no,telephone,jul,wed,180,6,999,2,nonexistent,-1.8,94.305,-36.7,3.973,5099,no
24,management,married,basic.4y,no,unknown,no,cellular,sep,mon,128,3,999,0,nonexistent,1.1,92.361,-29.6,1.538,5191,no
66,admin.,married,unknown,unknown,no,no,cellular,jun,wed,61,9,999,4,failure,1.1,92.29,-35.1,2.052,4963,no
48,management,married,high.school,no,unknown,no,telephone,sep,mon,39,15,5,0,nonexistent,1.1,94.552,-49.5,1.987,4963,no
75,unemployed,married,high.school,no,yes,no,telephone,nov,thu,392,2,999,1,nonexistent,1.1,92.677,-42.7,1.597,5176,yes
78,retired,married,basic.4y,no,unknown,no,cellular,feb,wed,34,4,999,0,nonexistent,-1.8,94.601,-29.2,3.42,5228,no
41,unknown,divorced,unknown,no,unknown,no,telephone,nov,thu,125,2,10,6,nonexistent,1.4,92.428,-44.2,4.925,5191,no
37,management,married,high.school,unknown,unknown,no,cellular,feb,tue,131,6,999,2,success,1.4,92.925,-41.2,1.358,5191,no
54,unemployed,single,unknown,no,no,no,telephone,jun,thu,273,12,999,6,nonexistent,-0.1,94.786,-40.6,1.645,5191,no
21,management,married,basic.4y,no,unknown,no,cellular,mar,fri,81,7,999,6,nonexistent,-0.1,94.519,-46.3,1.899,5228,no
37,unemployed,married,basic.4y,no,unknown,no,telephone,feb,wed,455,9,999,0,nonexistent,-0.1,92.163,-41.6,4.727,5191,no
77,technician,divorced,unknown,no,unknown,no,cellular,aug,mon,58,6,999,1,nonexistent,1.1,93.344,-30.4,3.365,5228,no
41,unemployed,married,university.degree,no,yes,no,telephone,jul,thu,389,22,999,6,nonexistent,1.4,94.73,-29.6,1.559,5228,no
67,student,married,basic.4y,no,no,no,cellular,aug,wed,473,5,999,4,nonexistent,1.1,92.044,-36.1,4.143,5176,no
66,retired,single,basic.4y,no,no,no,cellular,jun,mon,53,26,999,4,nonexistent,1.4,92.322,-33.7,4.663,5191,no
68,management,single,basic.4y,no,no,no,cellular,sep,wed,414,27,999,3,nonexistent,-1.8,93.936,-37.2,2.393,5228,yes
53,unemployed,single,basic.4y,unknown,yes,no,cellular,sep,wed,312,28,999,5,nonexistent,1.4,92.315,-48.9,1.385,5228,no
83,unemployed,married,unknown,no,unknown,yes,cellular,feb,fri,518,26,999,3,nonexistent,-0.1,93.347,-33.3,1.984,5176,no
51,management,married,unknown,no,yes,no,telephone,oct,thu,178,4,999,1,nonexistent,-1.8,93.523,-26.1,1.579,5191,no
53,unknown,divorced,unknown,unknown,no,no,cellular,may,fri,66,10,999,3,failure,1.4,94.581,-44.5,1.51,5099,yes
23,retired,divorced,unknown,yes,no,no,cellular,sep,tue,607,27,999,4,nonexistent,-0.1,94.872,-26.4,1.376,5228,no
56,retired,married,university.degree,unknown,no,no,cellular,mar,wed,390,20,999,6,nonexistent,-1.8,93.537,-26.1,4.458,4963,no
59,unemployed,single,unknown,unknown,yes,no,cellular,may,thu,5,4,999,6,nonexistent,-1.8,93.531,-46.6,1.005,5176,yes
75,admin.,married,unknown,no,no,no,cellular,aug,tue,700,5,999,5,nonexistent,-1.8,94.18,-27.8,2.436,5176,no
29,technician,married,basic.4y,no,unknown,no,telephone,feb,tue,741,17,999,4,success,-0.1,92.578,-33.8,0.694,5176,no
20,retired,married,university.degree,no,yes,no,cellular,jun,fri,109,18,14,6,nonexistent,1.1,94.823,-38.8,1.912,5191,no
35,retired,married,basic.4y,no,unknown,no,cellular,nov,tue,2,3,999,3,failure,-0.1,92.004,-41.7,3.719,5099,no
57,services,married,university.degree,unknown,no,no,cellular,apr,mon,201,23,999,0,nonexistent,1.4,92.005,-34.9,1.516,4963,no
38,student,married,high.school,no,no,no,telephone,dec,mon,612,13,999,4,nonexistent,1.1,93.877,-29.8,4.994,5176,no
32,retired,married,university.degree,no,yes,no,telephone,dec,mon,33,29,999,6,nonexistent,-1.8,93.024,-49.2,0.841,5228,no
43,technician,single,university.degree,no,unknown,unknown,telephone,jun,tue,223,1,999,3,nonexistent,-0.1,93.194,-37.1,1.226,5099,yes
25,student,single,basic.4y,no,yes,no,cellular,mar,wed,328,19,999,3,failure,1.1,92.664,-34.4,4.069,5099,no
59,student,single,university.degree,unknown,unknown,yes,telephone,jun,thu,36,23,999,6,nonexistent,-0.1,93.223,-49.4,4.895,5176,no
61,management,divorced,university.degree,no,no,no,telephone,jul,mon,180,22,999,6,nonexistent,-0.1,94.484,-28.7,4.799,4963,no
31,management,married,basic.4y,no,yes,no,telephone,oct,mon,23,2,999,1,nonexistent,1.4,94.098,-27.2,4.118,5176,no
19,management,married,high.school,unknown,yes,no,cellular,mar,mon,204,4,999,1,nonexistent,-0.1,92.284,-35.3,4.882,4963,no
54,management,single,high.school,no,unknown,no,telephone,may,fri,145,16,999,4,nonexistent,-1.8,92.17,-47.2,4.304,5176,no
86,services,married,high.school,no,no,yes,cellular,dec,fri,76,16,999,2,failure,1.1,93.519,-27.6,0.884,5176,no
55,retired,married,university.degree,no,no,no,cellular,aug,mon,479,17,999,3,nonexistent,-1.8,94.19,-30.7,4.325,5176,no
58,management,married,basic.4y,no,unknown,no,cellular,feb,mon,120,28,999,6,nonexistent,1.4,93.993,-49.3,2.744,5191,no
79,unemployed,single,high.school,unknown,unknown,yes,telephone,jul,fri,300,21,999,0,success,1.4,94.592,-36.1,2.626,5176,no
77,admin.,married,high.school,no,unknown,no,telephone,jan,thu,390,12,999,2,nonexistent,1.4,92.4,-47.3,0.641,5099,no
31,management,single,high.school,no,unknown,yes,telephone,jul,wed,49,2,999,3,nonexistent,1.4,93.817,-46.6,3.341,5228,no
19,retired,married,high.school,no,unknown,no,telephone,jan,thu,31,24,14,2,nonexistent,1.1,94.298,-45.4,3.565,5228,no
87,management,single,basic.4y,unknown,no,no,telephone,apr,wed,1,10,999,3,nonexistent,1.4,94.814,-40.5,4.085,5176,no
34,services,single,high.school,no,no,no,telephone,apr,tue,91,6,999,3,nonexistent,-1.8,92.303,-29.0,2.054,5191,no
45,technician,single,university.degree,unknown,yes,yes,cellular,dec,tue,423,12,999,2,nonexistent,-0.1,92.719,-49.3,1.19,5176,no
83,technician,married,university.degree,no,no,no,cellular,may,thu,370,12,999,1,nonexistent,-1.8,93.064,-33.5,2.552,5176,no
52,retired,married,basic.4y,no,unknown,no,telephone,feb,fri,513,17,9,3,nonexistent,-0.1,93.622,-26.9,2.213,4963,yes
22,unemployed,single,unknown,unknown,no,no,cellular,dec,mon,357,18,999,4,nonexistent,1.1,93.226,-34.6,3.921,5099,no
82,technician,married,high.school,no,no,no,telephone,nov,tue,6,4,9,2,nonexistent,1.1,94.583,-30.4,1.633,4963,yes
57,unknown,married,high.school,no,no,no,telephone,dec,fri,121,3,999,5,failure,1.4,94.852,-28.4,1.234,5228,no
73,technician,married,university.degree,no,yes,unknown,cellular,jun,fri,1,25,999,1,nonexistent,-0.1,92.21,-32.8,2.554,5191,yes
53,admin.,divorced,basic.4y,no,yes,yes,telephone,jun,wed,9,17,999,0,nonexistent,-0.1,94.099,-34.2,3.374,4963,no
62,retired,married,unknown,no,unknown,yes,cellular,aug,tue,162,23,999,6,nonexistent,1.4,92.343,-49.6,1.858,5099,no
40,unemployed,single,university.degree,no,unknown,no,cellular,oct,thu,111,9,999,3,nonexistent,-1.8,94.694,-37.5,1.13,5099,no
64,retired,married,unknown,no,yes,no,cellular,dec,fri,204,25,16,5,nonexistent,-1.8,92.426,-38.7,2.549,5099,no
48,technician,married,basic.4y,unknown,no,no,telephone,jan,thu,17,22,999,3,nonexistent,-1.8,94.975,-37.5,4.833,5228,yes
28,technician,single,basic.4y,no,no,no,telephone,apr,thu,221,12,999,5,nonexistent,1.1,93.283,-39.6,4.857,4963,no
27,technician,married,basic.4y,no,yes,yes,cellular,dec,tue,16,29,999,4,nonexistent,-0.1,93.146,-28.2,3.727,5099,no
84,student,married,university.degree,unknown,unknown,no,cellular,feb,thu,137,7,999,1,nonexistent,1.1,93.759,-28.7,4.026,5228,no
31,services,single,basic.4y,no,no,no,cellular,nov,thu,108,16,999,3,nonexistent,-0.1,93.183,-47.0,1.519,5191,no
27,management,single,university.degree,no,unknown,unknown,cellular,aug,mon,63,8,999,6,success,-0.1,92.704,-37.2,2.267,5176,no
18,unknown,married,university.degree,no,no,no,cellular,dec,thu,93,3,999,5,nonexistent,1.4,93.887,-27.0,3.273,5191,no
22,services,single,high.school,no,unknown,no,cellular,apr,mon,0,21,999,1,nonexistent,1.1,94.185,-35.6,3.909,4963,no
37,retired,single,university.degree,no,no,no,telephone,aug,tue,97,13,999,6,nonexistent,-1.8,94.836,-30.8,1.358,5191,no
25,unknown,single,university.degree,no,unknown,no,telephone,feb,thu,20,20,999,3,nonexistent,-1.8,93.227,-41.0,2.63,5228,no
60,admin.,married,high.school,no,unknown,yes,cellular,apr,fri,635,9,999,5,nonexistent,1.1,94.117,-40.9,1.341,4963,no
18,management,married,unknown,no,unknown,no,cellular,dec,thu,19,9,999,0,nonexistent,1.4,94.501,-42.2,3.398,5099,yes
74,admin.,divorced,high.school,no,yes,yes,telephone,sep,mon,764,4,999,5,nonexistent,-0.1,94.494,-49.5,4.004,5228,no
81,unemployed,single,high.school,no,unknown,yes,cellular,may,fri,169,28,999,4,nonexistent,1.1,92.103,-27.8,4.272,4963,no
45,student,married,basic.4y,no,yes,yes,cellular,jun,tue,179,14,999,0,nonexistent,-1.8,93.067,-41.6,3.83,4963,no
54,retired,married,basic.4y,no,yes,yes,cellular,oct,wed,387,18,999,6,nonexistent,1.4,92.04,-41.2,1.325,5228,no
64,student,married,high.school,no,unknown,no,telephone,dec,wed,297,1,999,0,nonexistent,-0.1,93.677,-31.8,4.25,5191,no
54,retired,married,basic.4y,no,yes,unknown,cellular,sep,mon,67,19,5,5,nonexistent,1.4,94.595,-37.4,2.091,5191,no
66,admin.,married,high.school,unknown,yes,no,telephone,sep,tue,6,2,999,2,nonexistent,1.1,94.445,-41.3,4.282,5099,no
61,admin.,married,basic.4y,unknown,yes,no,cellular,jul,tue,376,5,999,0,nonexistent,-1.8,94.434,-28.8,1.726,4963,yes
73,admin.,single,university.degree,unknown,no,yes,cellular,nov,thu,34,22,999,4,nonexistent,-0.1,93.056,-30.2,2.709,5191,no
45,retired,married,basic.4y,no,unknown,no,telephone,feb,wed,228,14,999,4,nonexistent,1.4,92.139,-26.6,3.15,4963,no
23,technician,single,basic.4y,no,yes,no,cellular,jul,thu,714,9,999,5,nonexistent,1.1,92.517,-34.6,0.782,5191,no
78,admin.,married,university.degree,no,unknown,no,cellular,sep,tue,199,20,3,3,nonexistent,1.1,94.012,-33.4,4.579,5228,no
37,student,married,high.school,no,yes,yes,cellular,feb,mon,84,20,999,5,nonexistent,-1.8,92.402,-42.2,2.865,5228,no
19,unemployed,married,basic.4y,no,unknown,no,telephone,jul,mon,49,15,999,0,nonexistent,1.1,92.376,-47.6,1.469,5191,no
54,management,married,basic.4y,no,yes,yes,telephone,dec,fri,6,20,999,6,nonexistent,1.4,93.061,-47.5,1.333,5228,no
37,retired,single,university.degree,no,no,no,cellular,jul,mon,244,1,999,1,nonexistent,1.1,92.284,-34.5,3.63,4963,no
43,unknown,single,university.degree,no,no,no,telephone,mar,wed,204,19,999,2,nonexistent,1.1,92.989,-47.3,0.987,5228,no
46,student,married,university.degree,unknown,no,no,cellular,jun,fri,154,4,999,5,nonexistent,1.4,94.909,-28.2,2.552,5099,no
18,services,married,unknown,no,yes,unknown,cellular,aug,wed,53,14,5,2,nonexistent,1.1,92.06,-33.1,2.991,5191,no
52,unemployed,married,university.degree,unknown,unknown,no,cellular,oct,thu,67,1,999,2,nonexistent,-1.8,94.492,-44.6,1.649,5099,no
87,services,single,high.school,no,yes,no,cellular,aug,thu,795,5,999,4,nonexistent,-0.1,94.981,-43.3,1.195,5228,no
76,management,single,basic.4y,unknown,no,yes,cellular,mar,mon,5,10,999,4,nonexistent,-0.1,93.309,-33.0,2.774,5191,no
86,technician,married,basic.4y,no,yes,no,cellular,jun,fri,112,9,999,3,nonexistent,1.1,94.829,-30.2,2.117,5191,no
50,admin.,single,unknown,unknown,unknown,no,cellular,feb,wed,9,17,999,0,nonexistent,-1.8,92.783,-29.9,1.243,4963,no
68,retired,single,basic.4y,no,no,no,cellular,feb,wed,53,14,999,4,nonexistent,1.1,94.947,-35.6,1.549,4963,no
29,student,married,basic.4y,no,yes,no,telephone,aug,tue,676,28,999,2,nonexistent,1.1,94.585,-46.3,2.688,5228,no
37,unknown,married,high.school,no,unknown,no,cellular,nov,mon,40,7,999,4,nonexistent,1.1,94.654,-30.4,1.211,4963,no
70,admin.,divorced,basic.4y,no,no,no,cellular,oct,thu,229,18,999,5,nonexistent,1.1,92.391,-31.0,4.721,4963,no
60,student,single,high.school,unknown,unknown,yes,cellular,may,tue,106,10,999,0,nonexistent,-0.1,94.61,-30.0,4.019,5099,no
67,retired,married,unknown,unknown,unknown,no,cellular,may,thu,250,28,999,4,nonexistent,1.1,94.825,-46.2,2.053,5099,no
46,services,married,high.school,no,no,no,telephone,nov,thu,477,27,999,5,failure,1.1,94.457,-33.6,1.759,5099,yes
74,admin.,married,university.degree,no,yes,no,cellular,apr,wed,84,25,999,0,failure,1.1,92.274,-27.0,4.451,5228,no
56,management,married,university.degree,no,yes,yes,cellular,nov,thu,20,4,3,3,nonexistent,-0.1,92.254,-43.9,2.496,5191,no
73,technician,single,unknown,unknown,yes,no,telephone,oct,fri,57,14,999,4,nonexistent,-1.8,93.073,-32.8,4.4,5176,yes
60,management,married,basic.4y,no,yes,no,cellular,apr,thu,144,3,999,0,nonexistent,-1.8,94.115,-43.8,3.875,5228,no
67,technician,single,high.school,no,unknown,no,cellular,aug,fri,180,28,22,5,nonexistent,-1.8,92.037,-42.6,1.033,5191,no
40,unemployed,single,university.degree,no,yes,no,telephone,mar,thu,711,29,999,5,nonexistent,-1.8,94.852,-38.4,4.185,4963,no
61,student,married,high.school,no,yes,no,cellular,nov,tue,4,27,999,0,nonexistent,-1.8,93.576,-28.5,2.989,5228,no
55,admin.,married,university.degree,no,unknown,no,cellular,mar,wed,354,23,999,5,nonexistent,1.4,93.075,-49.1,3.591,5191,no
40,admin.,married,high.school,no,unknown,no,cellular,aug,tue,18,22,999,6,failure,1.1,93.684,-26.2,1.587,5228,no
62,unemployed,single,basic.4y,no,no,no,telephone,mar,wed,20,11,999,1,nonexistent,1.1,94.147,-31.5,0.631,4963,yes
69,technician,married,unknown,yes,unknown,no,telephone,dec,tue,265,10,999,3,nonexistent,-1.8,92.82,-41.4,2.088,4963,no
67,services,single,basic.4y,no,no,no,cellular,feb,mon,599,8,999,4,nonexistent,1.4,92.873,-41.5,1.463,5228,no
25,retired,single,high.school,no,no,yes,cellular,nov,thu,84,9,999,1,nonexistent,-0.1,93.405,-38.4,2.532,5228,no
18,management,married,university.degree,no,yes,no,telephone,may,thu,78,28,999,4,nonexistent,1.4,94.01,-29.0,1.027,5176,no
25,unemployed,divorced,university.degree,no,yes,no,cellular,nov,mon,240,23,8,2,failure,1.1,94.119,-49.6,4.541,5099,yes
46,unknown,divorced,unknown,no,yes,unknown,cellular,mar,mon,374,6,999,2,failure,-1.8,92.972,-36.8,1.149,5191,yes
22,unknown,married,basic.4y,unknown,unknown,no,cellular,jun,fri,508,14,999,0,nonexistent,1.4,92.967,-48.7,3.969,4963,no
64,student,married,basic.4y,unknown,unknown,no,telephone,nov,tue,71,28,999,1,nonexistent,-0.1,93.461,-47.2,4.735,4963,no
51,unemployed,divorced,basic.4y,unknown,yes,no,cellular,jul,thu,336,24,999,6,nonexistent,-1.8,93.626,-33.4,1.278,5191,no
82,management,divorced,university.degree,unknown,yes,no,cellular,mar,fri,91,9,22,0,nonexistent,-0.1,93.948,-44.4,2.144,5228,no
72,management,married,unknown,no,unknown,no,telephone,sep,thu,196,14,999,0,nonexistent,-1.8,93.853,-49.0,3.825,5176,no
60,student,married,university.degree,no,no,no,cellular,oct,mon,52,8,999,6,nonexistent,1.1,93.118,-46.1,3.752,5191,no
47,student,married,basic.4y,no,no,no,cellular,jan,fri,39,6,999,0,nonexistent,-1.8,92.891,-45.0,0.793,5228,no
34,admin.,divorced,high.school,unknown,yes,no,telephone,jul,fri,684,24,999,2,nonexistent,-1.8,92.924,-31.5,0.939,4963,no
43,management,married,university.degree,no,yes,no,cellular,apr,fri,198,25,999,6,nonexistent,-1.8,93.936,-35.0,1.155,5228,no
25,retired,married,unknown,no,yes,no,cellular,jul,tue,1,6,24,5,nonexistent,-1.8,93.299,-32.4,3.112,5099,no
64,unknown,single,basic.4y,no,no,no,cellular,sep,fri,394,22,999,0,nonexistent,1.4,92.403,-41.1,0.871,5176,no
63,retired,married,high.school,no,yes,no,cellular,sep,thu,293,2,999,6,nonexistent,1.4,92.018,-47.3,3.201,5099,no
